flightIdUnique,timeToDepartureDays,price
LH803_2019_6_4_11_10,20.5,1633
LH809_2019_6_4_4_5,20.5,1799
LH801_2019_6_4_8_0,20.5,1799
LH805_2019_6_4_16_50,21.5,2270
SK637_2019_6_5_12_35,22.5,1329
SK673_2019_6_5_15_0,22.5,1499
LH801_2019_6_5_8_0,21.5,1799
LH809_2019_6_5_4_5,21.5,1994
LH803_2019_6_5_11_15,21.5,1994
LH807_2019_6_5_14_25,22.5,2270
SK635_2019_6_5_7_0,21.5,2499
LH805_2019_6_5_16_50,22.5,2659
SK637_2019_6_6_12_35,23.5,1329
SK673_2019_6_6_15_0,23.5,1329
LH805_2019_6_6_16_50,23.5,1994
LH809_2019_6_6_4_5,22.5,2270
LH801_2019_6_6_8_10,22.5,2270
SK635_2019_6_6_7_0,22.5,2499
LH807_2019_6_6_14_25,23.5,2659
LH803_2019_6_6_11_10,22.5,3513
SK637_2019_6_7_12_35,24.5,969
SK673_2019_6_7_15_0,24.5,969
LH805_2019_6_7_16_50,24.5,1466
LH801_2019_6_7_8_0,23.5,1799
LH803_2019_6_7_11_10,23.5,1799
LH807_2019_6_7_14_25,24.5,1799
LH809_2019_6_7_4_20,23.5,2099
SK635_2019_6_7_7_0,23.5,2499
SK635_2019_6_8_7_0,24.5,729
SK673_2019_6_8_15_0,25.5,1329
LH809_2019_6_8_4_20,24.5,1466
LH807_2019_6_8_14_25,25.5,1466
LH805_2019_6_8_16_50,25.5,1466
LH801_2019_6_8_8_0,24.5,1799
LH803_2019_6_8_11_10,24.5,1799
SK635_2019_6_9_7_0,25.5,729
SK637_2019_6_9_12_35,26.5,1329
SK673_2019_6_9_15_0,26.5,1329
LH809_2019_6_9_4_20,25.5,1633
LH801_2019_6_9_8_0,25.5,1799
LH803_2019_6_9_11_10,25.5,1799
LH807_2019_6_9_14_25,26.5,1799
LH805_2019_6_9_16_50,26.5,1799
SK635_2019_6_10_7_0,26.5,1499
SK637_2019_6_10_12_35,27.5,1749
SK673_2019_6_10_15_0,27.5,1749
LH809_2019_6_10_4_5,26.5,1799
LH801_2019_6_10_8_10,26.5,1799
LH803_2019_6_10_11_10,26.5,1994
LH807_2019_6_10_14_25,27.5,1994
LH805_2019_6_10_16_50,27.5,1994
SK637_2019_6_11_12_35,28.5,729
SK635_2019_6_11_7_0,27.5,969
SK673_2019_6_11_15_0,28.5,1329
LH807_2019_6_11_14_25,28.5,1633
LH809_2019_6_11_4_5,27.5,1633
LH803_2019_6_11_11_10,27.5,1799
LH801_2019_6_11_8_0,27.5,1994
LH805_2019_6_11_16_50,28.5,1994
SK635_2019_6_12_7_0,28.5,1329
SK637_2019_6_12_12_35,29.5,1329
LH803_2019_6_12_11_15,28.5,1994
LH809_2019_6_12_4_5,28.5,1994
LH801_2019_6_12_8_0,28.5,2270
LH807_2019_6_12_14_25,29.5,2270
SK673_2019_6_12_15_0,29.5,2499
LH805_2019_6_12_16_50,29.5,3045
SK635_2019_6_13_7_0,29.5,1499
LH809_2019_6_13_4_5,29.5,2270
LH803_2019_6_13_11_10,29.5,2270
LH801_2019_6_13_8_10,29.5,2659
SK637_2019_5_15_12_35,1,1749
SK673_2019_5_15_15_0,1,1749
LH807_2019_5_15_14_25,1,1799
LH805_2019_5_15_16_50,1,1799
LH801_2019_5_16_8_10,1,1799
LH803_2019_5_16_11_10,1,1799
SK635_2019_5_16_7_0,1,2499
SK637_2019_5_16_12_35,2,4419
SK673_2019_5_16_15_0,2,4419
LH809_2019_5_16_4_5,1,5274
LH807_2019_5_16_14_25,2,5274
LH805_2019_5_16_16_50,2,6484
SK637_2019_5_17_12_35,3,1749
SK673_2019_5_17_15_0,3,1749
LH803_2019_5_17_11_10,2,1799
LH809_2019_5_17_4_20,2,2271
LH801_2019_5_17_8_0,2,2271
SK635_2019_5_17_7_0,2,2499
LH807_2019_5_17_14_25,3,4284
LH805_2019_5_17_16_50,3,4284
SK673_2019_5_18_15_0,4,1749
LH805_2019_5_18_16_50,4,1799
SK635_2019_5_18_7_0,3,1749
LH801_2019_5_18_8_0,3,1799
LH803_2019_5_18_11_10,3,1799
LH807_2019_5_18_14_25,4,1799
LH809_2019_5_18_4_20,3,2271
SK635_2019_5_19_7_0,4,1329
SK637_2019_5_19_12_35,5,1499
SK673_2019_5_19_15_0,5,1499
LH805_2019_5_19_16_50,5,1799
LH801_2019_5_19_8_0,4,1799
LH807_2019_5_19_14_25,5,1799
LH809_2019_5_19_4_20,4,2271
LH803_2019_5_19_11_10,4,4284
SK637_2019_5_20_12_35,6,1749
SK673_2019_5_20_15_0,6,1749
LH807_2019_5_20_14_25,6,1799
LH805_2019_5_20_16_50,6,1799
SK635_2019_5_20_7_0,5,2499
LH803_2019_5_20_11_10,5,3514
LH809_2019_5_20_4_5,5,4284
LH801_2019_5_20_8_10,5,4284
SK635_2019_5_21_7_0,6,1749
SK637_2019_5_21_12_35,7,1749
SK673_2019_5_21_15_0,7,1749
LH807_2019_5_21_14_25,7,1799
LH805_2019_5_21_16_50,7,1799
LH801_2019_5_21_8_0,6,1994
LH803_2019_5_21_11_10,6,1994
LH809_2019_5_21_4_5,6,4284
LH801_2019_5_22_8_0,7,1799
LH807_2019_5_22_14_25,8,1799
LH805_2019_5_22_16_50,8,1799
LH803_2019_5_22_11_15,7,2271
SK635_2019_5_22_7_0,7,2949
SK637_2019_5_22_12_35,8,2949
SK673_2019_5_22_15_0,8,2949
LH809_2019_5_22_4_5,7,3046
SK637_2019_5_23_12_35,9,1499
SK673_2019_5_23_15_0,9,1499
LH801_2019_5_23_8_10,8,1722
SK635_2019_5_23_7_0,8,1749
LH803_2019_5_23_11_10,8,1799
LH809_2019_5_23_4_5,8,3046
LH805_2019_5_23_16_50,9,3514
LH807_2019_5_23_14_25,9,4284
SK635_2019_5_24_7_0,9,1749
SK637_2019_5_24_12_35,10,1749
SK673_2019_5_24_15_0,10,1754
LH809_2019_5_24_4_20,9,1799
LH803_2019_5_24_11_10,9,2271
LH801_2019_5_24_8_0,9,3046
LH805_2019_5_24_16_50,10,4284
LH805_2019_5_25_16_50,11,1466
SK635_2019_5_25_7_0,10,1499
SK673_2019_5_25_15_0,11,1499
LH809_2019_5_25_4_20,10,1799
LH803_2019_5_25_11_10,10,2271
LH801_2019_5_25_8_0,10,3514
LH807_2019_5_25_14_25,11,4122
LH809_2019_5_26_4_20,11,1300
SK637_2019_5_26_12_35,12,1329
SK673_2019_5_26_15_0,12,1499
LH807_2019_5_26_14_25,12,1633
LH805_2019_5_26_16_50,12,1633
SK635_2019_5_26_7_0,11,1749
LH801_2019_5_26_8_0,11,2271
LH803_2019_5_26_11_10,11,2271
SK637_2019_5_27_12_35,13,729
LH807_2019_5_27_14_25,13,1466
SK673_2019_5_27_15_0,13,1499
LH803_2019_5_27_11_10,12,1633
SK635_2019_5_27_7_0,12,1749
LH805_2019_5_27_16_50,13,2658
LH809_2019_5_27_4_5,12,2659
LH801_2019_5_27_8_10,12,2659
SK635_2019_5_28_7_0,13,729
SK637_2019_5_28_12_35,14,729
LH805_2019_5_28_16_50,14,1300
LH803_2019_5_28_11_10,13,1300
LH807_2019_5_28_14_25,14,1300
LH801_2019_5_28_8_0,13,1466
SK673_2019_5_28_15_0,14,1499
LH809_2019_5_28_4_5,13,2271
SK637_2019_5_29_12_35,15,1141
LH801_2019_5_29_8_0,14,1994
LH809_2019_5_29_4_5,14,2271
SK635_2019_5_29_7_0,14,2499
SK673_2019_5_29_15_0,15,2499
LH807_2019_5_29_14_25,15,3514
LH803_2019_5_29_11_15,14,4111
LH805_2019_5_29_16_50,15,4284
SK635_2019_5_30_7_0,15,861
SK637_2019_5_30_12_35,16,1749
LH801_2019_5_30_8_10,15,2271
LH803_2019_5_30_11_10,15,2271
LH809_2019_5_30_4_5,15,2659
LH807_2019_5_30_14_25,16,2659
SK637_2019_5_31_12_35,17,1499
LH809_2019_5_31_4_20,16,1799
LH805_2019_5_31_16_50,17,1799
LH803_2019_5_31_11_10,16,1994
LH801_2019_5_31_8_0,16,2271
LH807_2019_5_31_14_25,17,2271
SK673_2019_6_1_15_0,18,1499
LH803_2019_6_1_11_10,17,1799
SK635_2019_6_1_7_0,17,1749
LH801_2019_6_1_8_0,17,1799
LH807_2019_6_1_14_25,18,2271
LH805_2019_6_1_16_50,18,2271
LH809_2019_6_2_4_20,18,1994
SK635_2019_6_2_7_0,18,2499
SK637_2019_6_2_12_35,19,2499
LH805_2019_6_2_16_50,19,3514
LH801_2019_6_2_8_0,18,4284
LH803_2019_6_2_11_10,18,4284
LH807_2019_6_2_14_25,19,8109
SK637_2019_6_3_12_35,20,1329
LH805_2019_6_3_16_50,20,1466
SK673_2019_6_3_15_0,20,1499
SK635_2019_6_3_7_0,19,1749
LH803_2019_6_3_11_10,19,1799
LH807_2019_6_3_14_25,20,1799
LH809_2019_6_3_4_5,19,2659
LH801_2019_6_3_8_10,19,2659
SK635_2019_6_4_7_0,20,729
SK637_2019_6_4_12_35,21,729
SK673_2019_6_4_15_0,21,729
LH807_2019_6_4_14_25,21,1300
LH801_2019_6_4_8_0,20,1633
LH803_2019_6_4_11_10,20,1633
LH809_2019_6_4_4_5,20,1799
LH805_2019_6_4_16_50,21,2271
SK637_2019_6_5_12_35,22,1329
SK673_2019_6_5_15_0,22,1499
LH801_2019_6_5_8_0,21,1799
LH809_2019_6_5_4_5,21,1994
LH803_2019_6_5_11_15,21,1994
LH807_2019_6_5_14_25,22,2271
LH805_2019_6_5_16_50,22,2271
SK635_2019_6_5_7_0,21,2499
SK637_2019_6_6_12_35,23,1329
SK673_2019_6_6_15_0,23,1329
LH805_2019_6_6_16_50,23,1994
LH809_2019_6_6_4_5,22,2271
LH801_2019_6_6_8_10,22,2271
SK635_2019_6_6_7_0,22,2499
LH807_2019_6_6_14_25,23,2659
LH803_2019_6_6_11_10,22,3514
SK637_2019_6_7_12_35,24,969
SK673_2019_6_7_15_0,24,969
LH805_2019_6_7_16_50,24,1466
LH801_2019_6_7_8_0,23,1799
LH803_2019_6_7_11_10,23,1799
LH807_2019_6_7_14_25,24,1799
LH809_2019_6_7_4_20,23,2271
SK635_2019_6_7_7_0,23,2499
SK635_2019_6_8_7_0,24,729
SK673_2019_6_8_15_0,25,1329
LH809_2019_6_8_4_20,24,1466
LH807_2019_6_8_14_25,25,1466
LH805_2019_6_8_16_50,25,1466
LH803_2019_6_8_11_10,24,1633
LH801_2019_6_8_8_0,24,1799
SK635_2019_6_9_7_0,25,729
SK637_2019_6_9_12_35,26,1329
SK673_2019_6_9_15_0,26,1329
LH809_2019_6_9_4_20,25,1466
LH801_2019_6_9_8_0,25,1799
LH803_2019_6_9_11_10,25,1799
LH807_2019_6_9_14_25,26,1799
LH805_2019_6_9_16_50,26,1799
SK635_2019_6_10_7_0,26,1499
SK637_2019_6_10_12_35,27,1749
SK673_2019_6_10_15_0,27,1749
LH809_2019_6_10_4_5,26,1799
LH801_2019_6_10_8_10,26,1799
LH803_2019_6_10_11_10,26,1994
LH807_2019_6_10_14_25,27,1994
LH805_2019_6_10_16_50,27,1994
SK637_2019_6_11_12_35,28,729
SK635_2019_6_11_7_0,27,969
SK673_2019_6_11_15_0,28,1329
LH809_2019_6_11_4_5,27,1633
LH801_2019_6_11_8_0,27,1799
LH803_2019_6_11_11_10,27,1799
LH807_2019_6_11_14_25,28,1799
LH805_2019_6_11_16_50,28,1994
SK635_2019_6_12_7_0,28,1329
SK637_2019_6_12_12_35,29,1329
LH803_2019_6_12_11_15,28,1799
LH809_2019_6_12_4_5,28,1994
LH801_2019_6_12_8_0,28,2271
SK673_2019_6_12_15_0,29,2499
LH807_2019_6_12_14_25,29,2659
LH805_2019_6_12_16_50,29,3046
SK635_2019_6_13_7_0,29,1499
SK637_2019_6_13_12_35,30,1749
LH809_2019_6_13_4_5,29,2271
LH803_2019_6_13_11_10,29,2271
LH801_2019_6_13_8_10,29,2659
LH805_2019_6_13_16_50,30,2659
SK673_2019_6_13_15_0,30,3509
SK635_2019_6_14_7_0,30,2499
LH809_2019_6_14_4_20,30,2659
LH801_2019_6_14_8_0,30,3046
LH803_2019_6_14_11_10,30,3046
SK673_2019_5_16_15_0,1.5,4419
SK637_2019_5_16_12_35,1.5,4419
LH807_2019_5_16_14_25,1.5,5274
LH805_2019_5_16_16_50,1.5,6484
LH803_2019_5_17_11_10,1.5,1300
LH809_2019_5_17_4_20,1.5,2271
LH801_2019_5_17_8_0,1.5,2271
SK637_2019_5_17_12_35,2.5,2949
LH807_2019_5_17_14_25,2.5,4284
LH805_2019_5_17_16_50,2.5,4284
SK635_2019_5_17_7_0,1.5,4419
SK673_2019_5_17_15_0,2.5,4419
SK673_2019_5_18_15_0,3.5,1749
LH805_2019_5_18_16_50,3.5,1799
SK635_2019_5_18_7_0,2.5,1749
LH801_2019_5_18_8_0,2.5,1799
LH803_2019_5_18_11_10,2.5,1799
LH807_2019_5_18_14_25,3.5,1799
LH809_2019_5_18_4_20,2.5,2271
SK635_2019_5_19_7_0,3.5,1749
SK673_2019_5_19_15_0,4.5,1749
LH801_2019_5_19_8_0,3.5,1799
LH807_2019_5_19_14_25,4.5,1799
LH805_2019_5_19_16_50,4.5,1799
LH809_2019_5_19_4_20,3.5,2271
LH803_2019_5_19_11_10,3.5,2271
SK637_2019_5_19_12_35,4.5,4419
SK637_2019_5_20_12_35,5.5,1749
SK673_2019_5_20_15_0,5.5,1749
LH807_2019_5_20_14_25,5.5,1799
LH805_2019_5_20_16_50,5.5,1799
LH803_2019_5_20_11_10,4.5,2271
SK635_2019_5_20_7_0,4.5,2949
LH809_2019_5_20_4_5,4.5,4284
LH801_2019_5_20_8_10,4.5,4284
SK637_2019_5_21_12_35,6.5,1749
SK673_2019_5_21_15_0,6.5,1749
LH803_2019_5_21_11_10,5.5,1799
LH807_2019_5_21_14_25,6.5,1799
LH805_2019_5_21_16_50,6.5,1799
LH801_2019_5_21_8_0,5.5,2271
SK635_2019_5_21_7_0,5.5,2499
LH809_2019_5_21_4_5,5.5,4284
LH801_2019_5_22_8_0,6.5,1799
LH807_2019_5_22_14_25,7.5,1799
LH805_2019_5_22_16_50,7.5,1799
LH803_2019_5_22_11_15,6.5,2271
SK637_2019_5_22_12_35,7.5,2949
SK673_2019_5_22_15_0,7.5,2949
LH809_2019_5_22_4_5,6.5,3046
SK635_2019_5_22_7_0,6.5,3509
SK635_2019_5_23_7_0,7.5,1749
SK637_2019_5_23_12_35,8.5,1749
LH801_2019_5_23_8_10,7.5,1799
LH803_2019_5_23_11_10,7.5,1799
LH809_2019_5_23_4_5,7.5,3046
LH805_2019_5_23_16_50,8.5,3514
LH807_2019_5_23_14_25,8.5,4284
SK673_2019_5_23_15_0,8.5,4419
LH803_2019_5_24_11_10,8.5,1300
SK673_2019_5_24_15_0,9.5,1499
SK637_2019_5_24_12_35,9.5,1749
LH809_2019_5_24_4_20,8.5,1799
SK635_2019_5_24_7_0,8.5,2499
LH801_2019_5_24_8_0,8.5,2659
LH805_2019_5_24_16_50,9.5,3046
LH805_2019_5_25_16_50,10.5,1466
SK635_2019_5_25_7_0,9.5,1499
SK673_2019_5_25_15_0,10.5,1499
LH809_2019_5_25_4_20,9.5,1799
LH803_2019_5_25_11_10,9.5,2271
LH801_2019_5_25_8_0,9.5,3514
LH807_2019_5_25_14_25,10.5,5274
LH809_2019_5_26_4_20,10.5,1300
SK637_2019_5_26_12_35,11.5,1499
SK673_2019_5_26_15_0,11.5,1499
LH807_2019_5_26_14_25,11.5,1633
LH805_2019_5_26_16_50,11.5,1633
SK635_2019_5_26_7_0,10.5,1749
LH801_2019_5_26_8_0,10.5,2271
LH803_2019_5_26_11_10,10.5,2271
LH803_2019_5_27_11_10,11.5,1466
LH807_2019_5_27_14_25,12.5,1466
SK637_2019_5_27_12_35,12.5,1749
SK673_2019_5_27_15_0,12.5,1749
SK635_2019_5_27_7_0,11.5,2499
LH809_2019_5_27_4_5,11.5,2659
LH801_2019_5_27_8_10,11.5,2659
LH805_2019_5_27_16_50,12.5,3514
SK635_2019_5_28_7_0,12.5,729
SK637_2019_5_28_12_35,13.5,969
LH805_2019_5_28_16_50,13.5,1300
LH803_2019_5_28_11_10,12.5,1300
LH807_2019_5_28_14_25,13.5,1300
LH801_2019_5_28_8_0,12.5,1466
SK673_2019_5_28_15_0,13.5,1749
LH809_2019_5_28_4_5,12.5,2271
LH801_2019_5_29_8_0,13.5,1994
LH809_2019_5_29_4_5,13.5,2271
SK637_2019_5_29_12_35,14.5,2499
SK635_2019_5_29_7_0,13.5,2949
SK673_2019_5_29_15_0,14.5,2949
LH803_2019_5_29_11_15,13.5,3514
LH807_2019_5_29_14_25,14.5,3514
LH805_2019_5_29_16_50,14.5,4284
SK635_2019_5_30_7_0,14.5,1499
SK637_2019_5_30_12_35,15.5,1749
LH803_2019_5_30_11_10,14.5,2271
LH809_2019_5_30_4_5,14.5,2659
LH807_2019_5_30_14_25,15.5,2659
LH801_2019_5_30_8_10,14.5,3046
SK637_2019_5_31_12_35,16.5,1499
LH809_2019_5_31_4_20,15.5,1799
LH805_2019_5_31_16_50,16.5,1799
LH803_2019_5_31_11_10,15.5,1994
LH801_2019_5_31_8_0,15.5,2271
LH807_2019_5_31_14_25,16.5,2271
SK635_2019_6_1_7_0,16.5,1749
LH803_2019_6_1_11_10,16.5,1799
LH801_2019_6_1_8_0,16.5,1994
LH807_2019_6_1_14_25,17.5,2271
LH805_2019_6_1_16_50,17.5,2271
SK673_2019_6_1_15_0,17.5,4419
LH809_2019_6_2_4_20,17.5,2271
LH805_2019_6_2_16_50,18.5,3514
LH801_2019_6_2_8_0,17.5,4284
LH803_2019_6_2_11_10,17.5,4284
SK635_2019_6_2_7_0,17.5,4419
SK637_2019_6_2_12_35,18.5,4419
LH805_2019_6_3_16_50,19.5,1466
SK637_2019_6_3_12_35,19.5,1499
SK673_2019_6_3_15_0,19.5,1499
SK635_2019_6_3_7_0,18.5,1749
LH803_2019_6_3_11_10,18.5,1799
LH807_2019_6_3_14_25,19.5,1799
LH809_2019_6_3_4_5,18.5,2659
LH801_2019_6_3_8_10,18.5,2659
SK635_2019_6_4_7_0,19.5,969
SK637_2019_6_4_12_35,20.5,969
SK673_2019_6_4_15_0,20.5,969
LH807_2019_6_4_14_25,20.5,1300
LH801_2019_6_4_8_0,19.5,1633
LH803_2019_6_4_11_10,19.5,1633
LH809_2019_6_4_4_5,19.5,1799
LH805_2019_6_4_16_50,20.5,2271
SK637_2019_6_5_12_35,21.5,1499
SK673_2019_6_5_15_0,21.5,1749
LH801_2019_6_5_8_0,20.5,1799
LH803_2019_6_5_11_15,20.5,1799
LH809_2019_6_5_4_5,20.5,1994
LH807_2019_6_5_14_25,21.5,2271
SK635_2019_6_5_7_0,20.5,2499
LH805_2019_6_5_16_50,21.5,3046
SK637_2019_6_6_12_35,22.5,1499
SK673_2019_6_6_15_0,22.5,1499
LH805_2019_6_6_16_50,22.5,1994
LH809_2019_6_6_4_5,21.5,2271
LH801_2019_6_6_8_10,21.5,2271
LH807_2019_6_6_14_25,22.5,2271
SK635_2019_6_6_7_0,21.5,2499
LH803_2019_6_6_11_10,21.5,3514
SK637_2019_6_7_12_35,23.5,969
SK673_2019_6_7_15_0,23.5,969
LH805_2019_6_7_16_50,23.5,1466
LH803_2019_6_7_11_10,22.5,1633
LH801_2019_6_7_8_0,22.5,1799
LH807_2019_6_7_14_25,23.5,1799
LH809_2019_6_7_4_20,22.5,2271
SK635_2019_6_7_7_0,22.5,2499
SK635_2019_6_8_7_0,23.5,969
LH809_2019_6_8_4_20,23.5,1466
LH807_2019_6_8_14_25,24.5,1466
LH805_2019_6_8_16_50,24.5,1466
SK673_2019_6_8_15_0,24.5,1499
LH803_2019_6_8_11_10,23.5,1633
LH801_2019_6_8_8_0,23.5,1799
SK635_2019_6_9_7_0,24.5,969
SK637_2019_6_9_12_35,25.5,1329
LH809_2019_6_9_4_20,24.5,1466
SK673_2019_6_9_15_0,25.5,1499
LH801_2019_6_9_8_0,24.5,1799
LH803_2019_6_9_11_10,24.5,1799
LH807_2019_6_9_14_25,25.5,1799
LH805_2019_6_9_16_50,25.5,1799
SK635_2019_6_10_7_0,25.5,1499
SK637_2019_6_10_12_35,26.5,1749
LH809_2019_6_10_4_5,25.5,1799
LH801_2019_6_10_8_10,25.5,1799
LH807_2019_6_10_14_25,26.5,1994
LH805_2019_6_10_16_50,26.5,1994
LH803_2019_6_10_11_10,25.5,2271
SK673_2019_6_10_15_0,26.5,4419
SK635_2019_6_11_7_0,26.5,1329
SK637_2019_6_11_12_35,27.5,1329
SK673_2019_6_11_15_0,27.5,1329
LH809_2019_6_11_4_5,26.5,1633
LH803_2019_6_11_11_10,26.5,1799
LH807_2019_6_11_14_25,27.5,1799
LH801_2019_6_11_8_0,26.5,1994
LH805_2019_6_11_16_50,27.5,1994
SK635_2019_6_12_7_0,27.5,1329
SK637_2019_6_12_12_35,28.5,1329
LH803_2019_6_12_11_15,27.5,1994
LH809_2019_6_12_4_5,27.5,1994
LH801_2019_6_12_8_0,27.5,2271
LH807_2019_6_12_14_25,28.5,2659
LH805_2019_6_12_16_50,28.5,3046
SK673_2019_6_12_15_0,28.5,4419
SK635_2019_6_13_7_0,28.5,1749
SK637_2019_6_13_12_35,29.5,1749
LH809_2019_6_13_4_5,28.5,2270
LH803_2019_6_13_11_10,28.5,2270
LH801_2019_6_13_8_10,28.5,2658
LH805_2019_6_13_16_50,29.5,2658
SK673_2019_6_13_15_0,29.5,4419
SK635_2019_6_14_7_0,29.5,2499
LH809_2019_6_14_4_20,29.5,2658
LH801_2019_6_14_8_0,29.5,3044
LH803_2019_6_14_11_10,29.5,3044
SK637_2019_5_16_12_35,1,4419
SK673_2019_5_16_15_0,1,4419
LH807_2019_5_16_14_25,1,6482
LH805_2019_5_16_16_50,1,6482
LH803_2019_5_17_11_10,1,1300
LH809_2019_5_17_4_20,1,2270
LH801_2019_5_17_8_0,1,2270
SK635_2019_5_17_7_0,1,4419
SK637_2019_5_17_12_35,2,4419
SK673_2019_5_17_15_0,2,4419
LH807_2019_5_17_14_25,2,5272
LH805_2019_5_17_16_50,2,5272
SK673_2019_5_18_15_0,3,1749
LH805_2019_5_18_16_50,3,1798
SK635_2019_5_18_7_0,2,1749
LH801_2019_5_18_8_0,2,1798
LH803_2019_5_18_11_10,2,1798
LH807_2019_5_18_14_25,3,1798
LH809_2019_5_18_4_20,2,2270
LH801_2019_5_19_8_0,3,1798
LH803_2019_5_19_11_10,3,1798
LH807_2019_5_19_14_25,4,1798
LH805_2019_5_19_16_50,4,1798
LH809_2019_5_19_4_20,3,2270
SK635_2019_5_19_7_0,3,2499
SK637_2019_5_19_12_35,4,4419
SK673_2019_5_19_15_0,4,4419
SK673_2019_5_20_15_0,5,1749
LH807_2019_5_20_14_25,5,1798
LH805_2019_5_20_16_50,5,1798
LH803_2019_5_20_11_10,4,2270
SK637_2019_5_20_12_35,5,2499
SK635_2019_5_20_7_0,4,2949
LH809_2019_5_20_4_5,4,4282
LH801_2019_5_20_8_10,4,4282
SK673_2019_5_21_15_0,6,1749
LH803_2019_5_21_11_10,5,1798
LH807_2019_5_21_14_25,6,1798
LH805_2019_5_21_16_50,6,1798
LH801_2019_5_21_8_0,5,1993
SK635_2019_5_21_7_0,5,2499
SK637_2019_5_21_12_35,6,2499
LH809_2019_5_21_4_5,5,4282
LH801_2019_5_22_8_0,6,1798
LH803_2019_5_22_11_15,6,1798
LH807_2019_5_22_14_25,7,1798
LH805_2019_5_22_16_50,7,1798
SK635_2019_5_22_7_0,6,3509
SK637_2019_5_22_12_35,7,3509
SK673_2019_5_22_15_0,7,3509
LH809_2019_5_22_4_5,6,4282
SK635_2019_5_23_7_0,7,1749
SK637_2019_5_23_12_35,8,1749
LH801_2019_5_23_8_10,7,1798
LH803_2019_5_23_11_10,7,1798
LH809_2019_5_23_4_5,7,3044
LH805_2019_5_23_16_50,8,3044
LH807_2019_5_23_14_25,8,4282
SK673_2019_5_23_15_0,8,4419
LH803_2019_5_24_11_10,8,1300
SK673_2019_5_24_15_0,9,1499
SK637_2019_5_24_12_35,9,1749
LH809_2019_5_24_4_20,8,1798
SK635_2019_5_24_7_0,8,2499
LH801_2019_5_24_8_0,8,2658
LH805_2019_5_24_16_50,9,3044
LH805_2019_5_25_16_50,10,1466
SK635_2019_5_25_7_0,9,1499
SK673_2019_5_25_15_0,10,1499
LH809_2019_5_25_4_20,9,1798
LH803_2019_5_25_11_10,9,2270
LH801_2019_5_25_8_0,9,3044
LH807_2019_5_25_14_25,10,4282
LH809_2019_5_26_4_20,10,1300
SK637_2019_5_26_12_35,11,1499
SK673_2019_5_26_15_0,11,1499
LH807_2019_5_26_14_25,11,1632
LH805_2019_5_26_16_50,11,1632
SK635_2019_5_26_7_0,10,1749
LH801_2019_5_26_8_0,10,2270
LH803_2019_5_26_11_10,10,2270
LH803_2019_5_27_11_10,11,1466
LH807_2019_5_27_14_25,12,1466
SK673_2019_5_27_15_0,12,1749
SK637_2019_5_27_12_35,12,1749
SK635_2019_5_27_7_0,11,2499
LH809_2019_5_27_4_5,11,2658
LH801_2019_5_27_8_10,11,2658
LH805_2019_5_27_16_50,12,4282
SK635_2019_5_28_7_0,12,729
SK637_2019_5_28_12_35,13,969
LH805_2019_5_28_16_50,13,1300
LH803_2019_5_28_11_10,12,1300
LH807_2019_5_28_14_25,13,1300
LH801_2019_5_28_8_0,12,1466
SK673_2019_5_28_15_0,13,1749
LH809_2019_5_28_4_5,12,2658
LH801_2019_5_29_8_0,13,1993
LH809_2019_5_29_4_5,13,2270
SK673_2019_5_29_15_0,14,2949
SK635_2019_5_29_7_0,13,2949
SK637_2019_5_29_12_35,14,2949
LH803_2019_5_29_11_15,13,3512
LH807_2019_5_29_14_25,14,3512
LH805_2019_5_29_16_50,14,4282
SK635_2019_5_30_7_0,14,1499
SK637_2019_5_30_12_35,15,1749
LH801_2019_5_30_8_10,14,2270
LH803_2019_5_30_11_10,14,2270
LH809_2019_5_30_4_5,14,2658
LH807_2019_5_30_14_25,15,2658
SK637_2019_5_31_12_35,16,1499
LH809_2019_5_31_4_20,15,1798
LH803_2019_5_31_11_10,15,1798
LH801_2019_5_31_8_0,15,2270
LH807_2019_5_31_14_25,16,2270
LH805_2019_5_31_16_50,16,2270
SK635_2019_6_1_7_0,16,1749
LH801_2019_6_1_8_0,16,1798
LH803_2019_6_1_11_10,16,1798
LH807_2019_6_1_14_25,17,2270
LH805_2019_6_1_16_50,17,2270
SK673_2019_6_1_15_0,17,4419
LH809_2019_6_2_4_20,17,2270
LH805_2019_6_2_16_50,18,3512
LH801_2019_6_2_8_0,17,4282
LH803_2019_6_2_11_10,17,4282
SK635_2019_6_2_7_0,17,4419
SK637_2019_6_2_12_35,18,4419
LH805_2019_6_3_16_50,19,1466
SK637_2019_6_3_12_35,19,1499
SK673_2019_6_3_15_0,19,1499
SK635_2019_6_3_7_0,18,1749
LH803_2019_6_3_11_10,18,1798
LH807_2019_6_3_14_25,19,1798
LH809_2019_6_3_4_5,18,2658
LH801_2019_6_3_8_10,18,2658
SK635_2019_6_4_7_0,19,969
SK637_2019_6_4_12_35,20,969
SK673_2019_6_4_15_0,20,969
LH807_2019_6_4_14_25,20,1466
LH801_2019_6_4_8_0,19,1632
LH803_2019_6_4_11_10,19,1632
LH809_2019_6_4_4_5,19,1798
LH805_2019_6_4_16_50,20,2270
SK637_2019_6_5_12_35,21,1499
LH801_2019_6_5_8_0,20,1798
LH803_2019_6_5_11_15,20,1993
LH809_2019_6_5_4_5,20,2270
LH807_2019_6_5_14_25,21,2270
SK635_2019_6_5_7_0,20,2499
SK673_2019_6_5_15_0,21,2499
LH805_2019_6_5_16_50,21,3044
